x,y
-4.921342332978368,-3.662277605016313
-4.879878989090535,-3.355537465164491
-4.8985104617114175,-3.467238006766963
-4.875562466014136,-3.833959522838499
-4.800025042741939,-2.7678735040320435
-4.7946016998595224,-2.5212321715832884
-4.757013832245783,-2.9638908713974983
-4.732655814724723,-3.099382794158422
-4.703594051422225,-3.2436278430791843
-4.6690441437725525,-3.4042409528090856
-4.631297834763434,-3.5449403666130435
-4.581482643845157,-3.679031944586053
-4.499607005152521,-3.4878663392695293
-4.464317443943317,-3.7473882364936175
-4.394781895731374,-3.608228887497085
-4.359259278664765,-3.4035872837701975
-4.418456022294723,-3.2472683863512772
-4.3359930359879355,-3.7527910889070144
-4.312545456090264,-3.5715861201740067
-4.27483468305756,-3.3856819263186493
-4.234900342229235,2.694602255801093
-4.235673767351669,3.230873523975137
-4.226303995038062,3.0484176041100235
-4.22743380663366,2.869731843289302
-4.171984037973534,1.2199621624071053
-4.17253287424098,1.7847443484343843
-4.17251465033403,1.5877002616911362
-4.12567059196628,0.25367905215319286
-4.121855756095739,0.011045213350968197
-4.122737108029725,-0.1763366356262459
-4.171164385972576,2.2824201757069056
-4.1757072245445865,2.114075775727297
-4.124762928383695,0.7518959458103529
-4.124675340613858,0.43707442148510633
-4.109588771071232,-0.30918467917346426
-4.007066156312305,-2.5881011957359084
-4.157862629146273,2.0350878534529624
-4.063759459398222,-0.6038355877288373
-4.037800987289286,-1.730611278208265
-4.021078786780253,-2.024916073802186
-4.023471910685153,-2.2321289593529086
-3.970071625203913,-3.0827361734185255
-4.051240059135397,-0.8237854302610117
-4.045544028684065,-1.02314649605764
-4.039847998232733,-1.2225075618542691
-3.9837183648268963,-2.750586397725212
-3.9860917108482847,-2.885748453643285
-3.9242185800706886,-3.3990014832401156
-3.9389214586731898,-3.2273322797716153
-3.8814525800124273,-3.5864364852792674
-3.8084604535282534,-3.7478344470238847
-3.7405215980152238,-3.871778791689322
-3.613210673924863,-3.8390983329195913
-3.546322559815115,-3.9181895731375738
-3.478894181157,-3.6356260079897647
